Species,Owner,Date,Location,General Weather,Time of Capture,Latitude N,Longitude W,Water Temp,Capture Method,Fork length(cm),Total Length(cm),Girth,Weight,Sex,Sexually mature?,Gonad taken?,Eggs Present?,Pectoral Fin Ray,Label on Envelope (ASO10-0/Tag ID),Genetic sample,Label on Microtube (ASO10-0/Tag ID),Blood sample taken?,Label on microtube (ASO10-0/Tag ID),Tag Type,Tag ID#,Tag Sn#,Tag Weight,DFG Peterson Tag Info (Disc Tag),Fish ID,Pit Tag ID,Suture Size,Blade,# stitches,incision length (cm),boat operator,boat name,recorder/surgeon,surgery start time,surgery stop time ,total time,total handling time,fish condition upon capture,fish condition upon release,comments
WST,E. MILLER USACE,8/9/11,SPB,Sunny,12:56,38 03.660 ,122 20.150,19,DFG Trammel Net,114,129,,,U,U,U,U,,,Y (anal),ASO11-23/47881,,,V16,47881,1093258,,FF2010,ASO11-23,,1,#10,3,4,Dave,New Alosa,BJ/EM,1259,1308,9,12,Good,Good,slight bleeding at incision
WST,E. MILLER USACE,8/18/11,SB,Sunny,12:45,38 05.545,122 03.099,21,DFG Trammel Net,97,113,,,U,U,N,N,,,Y (anal),ASO11-24/56413,,,V16,56413,1119445,,FF2032,ASO11-24,,0,#10,3,5,Ken,Striper 2,GL/EM,1249,1253,4,8,Good,Good,
WST,E. MILLER USACE,8/10/11,SB,Sunny,8:38,38 06.195,122 03.358,18,DFG Trammel Net,99,110,,,U,U,U,U,,,Y (anal),ASO11-25/47882,,,V16,47882,1093259,,HH2010,ASO11-25,,0,#10,3,3,Dave,New Alosa,GL/EM,841,847,6,9,Good,Good,
WST,E. MILLER USACE,8/18/11,SB,Sunny,12:44,38 05.545,122 03.099,21,DFG Trammel Net,97,109,,,U,U,N,N,,,Y (anal),ASO11-26/56414,,,V16,56414,1119446,,ST13032,ASO11-26,,0,#10,3,5,Ken,Striper 2,GL/EM,1255,1300,5,16,Good,Good,
WST,E. MILLER USACE,8/10/11,SB,Sunny,8:40,38 06.195,122 03.358,18,DFG Trammel Net,98,110,,,U,U,U,U,,,Y (anal),ASO11-27/46688,,,V16,46688,1098564,,ST13011,ASO11-27,,0,#10,3,3,Dave,New Alosa,GL/EM,850,854,4,14,Fair,Fair,torn pectoral fin
WST,E. MILLER USACE,8/22/11,SB,Foggy,9:00,38 05.207,122 02.716,19,DFG Trammel Net,95,108,,,U,U,N,N,,,Y (anal),ASO11-28/56449,,,V16,56449,1119481,,HH2032,ASO11-28,,0,#10,3,3.5,Ken,Striper 2,BJ/MP,904,911,7,11,Good,Good,
WST,E. MILLER USACE,8/23/11,SB,sunny,10:40,38 07.026,122 03.428,21,DFG Trammel Net,90,105,,,U,U,N,N,,,Y (anal),ASO11-30/56450,,,V16,56450,1119482,,ST13033,ASO11-30,,0,#10,,,Dave,Striper 2,GS/BJ,1047,1056,9,15,Fair,Fair,trammel net wrapped in gills. RECAPTURED in set #5.
WST,E. MILLER USACE,8/11/11,SPB,Overcast,8:20,38 04.387,122 24.168,17,DFG Trammel Net,155,170,,,M,U,U,U,,,Y (anal),ASO11-31/47883,,,V16,47883,1093260,,HH2011,ASO11-31,,0,#10,3,4,Dave,New Alosa,BJ/EM,825,832,7,12,Good,Good,difficult to see upon release
WST,E. MILLER USACE,8/23/11,SB,Sunny,11:35,38 06.980,122 03.466,21,DFG Trammel Net,117,132,,,M,U,N,N,,,Y (anal),ASO11-32/56451,,,V16,56451,1119483,,FF2033,ASO11-32,,0,#10,3,4,Dave,Striper 2,GS/BJ,1140,1152,12,18,Good,Good,
WST,E. MILLER USACE,8/11/11,SPB,Clear,9:21,38 04.863,122 24.468,17,DFG Trammel Net,94,106,,,U,U,U,U,,,Y (anal),ASO11-33/47884,,,V16,47884,1093261,,ST13012,ASO11-33,,0,#10,3,3.5,Dave,New Alosa,BJ/EM,923,929,7,8,Good,Good,difficult to see upon release
WST,E. MILLER USACE,8/23/11,SB,Sunny,11:50,,,21,DFG Trammel Net,141,158,,,U,U,N,N,,,Y (anal),ASO11-34/56452,,,V16,56452,1119484,,ST13034,ASO11-34,,0,#10,3,3.5,Dave,Striper 2,GS/BJ,1154,1158,4,8,Good,Good,swam away slowly
WST,E. MILLER USACE,8/15/11,SPB,Sunny,8:02,38 02.742 ,122 22.360,17,DFG Trammel Net,117,132,,,U,U,N,N,,,Y (anal),ASO11-35/56401,,,V16,56401,1119433,,FF2012,ASO11-35,,0,#10,3,3,Gary,New Alosa,GL/EM,804,809,5,7,Good,Good,
WST,E. MILLER USACE,8/24/11,SB,Sunny,7:30,38 06.772,122 03.002,20,DFG Trammel Net,90,104,,,U,U,N,N,,,Y (anal),ASO11-36/56453,,,V16,56453,1119485,,FF2034,ASO11-36,,0,#10,2,2,Ken,Striper 2,GS/GL,740,754,14,24,Good,Good,
WST,E. MILLER USACE,8/24/11,SB,Sunny,9:00,38 06.564,122 02.871,20,DFG Trammel Net,167,187,,,U,U,N,N,,,Y (anal),ASO11-38/56454,,,V16,56454,1119486,,HH2034,ASO11-38,,0,#10,3,3,Ken,Striper 2,GS/GL,905,913,8,13,Good,Good,
WST,E. MILLER USACE,8/15/11,SPB,Sunny,11:35,38 04.787,122 23.305,18,DFG Trammel Net,91,,,,U,U,N,N,,,Y (anal),ASO11-39/56403,,,V16,56403,1119435,,ST13013,ASO11-39,,0,#10,3,3,Gary,New Alosa,GL/EM,1144,1148,4,9,Good,Good,
WST,E. MILLER USACE,8/24/11,SB,Sunny,11:03,38 05.513,122 02.681,20,DFG Trammel Net,122,141,,,U,U,N,N,,,Y (anal),ASO11-40/56455,,,V16,56455,1119487,,ST13035,ASO11-40,,0,#10,3,4,Ken,Striper 2,GS/GL,1108,1115,7,12,Good,Good,
WST,E. MILLER USACE,8/15/11,SPB,Sunny,12:43,38 05.525,122 23.305,18,DFG Trammel Net,141,156,,,U,U,N,N,,,Y (anal),ASO11-41/56404,,,V16,56404,1119436,,FF2013,ASO11-41,,0,#10,3,3,Gary,New Alosa,GL/EM,1246,1251,5,8,Good,Good,
WST,E. MILLER USACE,8/24/11,SB,Sunny,11:55,38 05.338,122 02.953 ,21,DFG Trammel Net,134,153,,,F,Y,Y,Y,,,Y (anal),ASO11-42/56456,,,V16,56456,1119488,,FF2035,ASO11-42,,0,#10,3,3,Ken,Striper 2,GS/GL,1200,1208,8,13,Fair,Fair,fish had visual signs of stress from net.
WST,E. MILLER USACE,8/25/11,GB,Sunny/Windy,8:55,38 06.412,122 02.833,19,DFG Trammel Net,104,120,,,M,U,Y,U,,,Y (anal),ASO11-46/56458,,,V16,56458,1119490,,FF2036,ASO11-46,,0,#10,3,4,Ken,Striper 2,GL/MP,900,905,5,10,Good,Good,slight reddening of caudal fin.
WST,E. MILLER USACE,8/16/11,GB,Sunny,8:22,38 06.273,122 02.916,19,DFG Trammel Net,111,127,,,U,U,N,N,,,Y (anal),ASO11-47/56409,,,V16,56409,1119441,,ST13015,ASO11-47,,0,#10,3,3.5,Bryan,New Alosa,BJ/EM,841,849,7,27,Good,Good,
WST,E. MILLER USACE,8/16/11,GB,Sunny,8:22,38 06.273,122 02.916,19,DFG Trammel Net,97,113,,,U,U,N,N,,,Y (anal),ASO11-49/56408,,,V16,56408,1119440,,FF2014,ASO11-49,,0,#10,3,3.5,Bryan,New Alosa,BJ/EM,832,839,7,17,Good,Good,
WST,E. MILLER USACE,8/16/11,GB,Sunny,9:20,38 06.386,122 02.509,19,DFG Trammel Net,120,140,,,U,U,N,N,,,Y (anal),ASO11-51/56410,,,V16,56410,1119442,,HH2015,ASO11-51,,0,#10,3,3.5,Bryan,New Alosa,BJ/EM,921,926,5,16,Good,Good,good upon release
WST,E. MILLER USACE,8/16/11,GB,Sunny,12:47,38 06.872,122 02.973,20,DFG Trammel Net,90,104,,,U,U,N,N,,,Y (anal),ASO11-53/56411,,,V16,56411,1119443,,FF2019,ASO11-53,,0,#10,3,3.5,Bryan,New Alosa,BJ/EM,1250,1256,6,9,Good,Good,
WST,E. MILLER USACE,9/12/11,SB,Sunny,10:06,38 06.833,122 02.388,18,DFG Trammel Net,176,196,,,F,Y,Y,Y,,,Y (anal),ASO11-54/56460,Y,ASO11-54/56460,V16,56460,1119492,,FF2057,ASO11-54,,0,#10,3,3.5,Dave,Striper 2,EM/TB,1010,1017,7,11,Good,Good,
WST,E. MILLER USACE,9/27/11,sb,sunny,9:46,38 06.590,122 03.020,19,DFG Trammel Net,109,126,,,u,u,y,n,,,Y (anal),ASO11-56/56461,y,ASO11-56/56461,v16,56461,1119493,,HH2070,ASO11-56,,0,10,3,4,ken,Striper 2,GL/EM,9:52,9:57,5,11,good ,good,
WST,E. MILLER USACE,8/17/11,GB,Sunny,8:00,38 06.132,122 03.009,19,DFG Trammel Net,142,164,,,U,U,N,U,,,Y (anal),ASO11-57/56425,,,V16,56425,1119457,,ST13020,ASO11-57,,0,#10,3,3,Gary,New Alosa,BJ/EM,803,811,8,11,Good,Good,fish swam well upon release
WST,E. MILLER USACE,10/10/11,sb,Overcast,10:36,38 06.588,122 02.669,18,DFG Trammel Net,152,176,,,u,u,y,u,,,Y (anal),ASO11-58/56462,y,ASO11-58/56462,v16,56462,1119494,,HH2084,ASO11-58,,0,10,3,4,ramiro,Striper 2,BJ/EM,10:40,10:46,6,10,excellent,excellent,
WST,E. MILLER USACE,9/20/11,sb,sunny,9:17,38 05.474,122 03.320,19,DFG Trammel Net,84,90,,,u,n,n,n,,,Y (anal),ASO11-60/819,y,ASO11-60/819,v13,819,1119539,,,ASO11-60,,0,#10,3,4,Brian,Striper 2,TB/GL,9:19,9:24,7,5,good,good,
WST,E. MILLER USACE,8/17/11,GB,Sunny,8:55,38 06.242,122 03.176,19,DFG Trammel Net,114,126,,,U,U,N,U,,,Y (anal),ASO11-61/56427,,,V16,56427,1119459,,HH2020,ASO11-61,,0,#10,3,3.5,Gary,New Alosa,BJ/EM,858,905,7,10,Good,Good,"fish swam well, great condition"
WST,E. MILLER USACE,10/19/11,sb,Sunny/Windy,10:48,38 06.009,122 02.984,19,DFG Trammel Net,118,133,,,u,u,y,u,,,Y (anal),ASO11-64/56463,y,ASO11-64/56463,v16,56463,1119495,,HH2091,ASO11-64,,0,10,3,3,ken,Striper 2,TB/BJ,10:52,11:00,8,12,good,good,
WST,E. MILLER USACE,10/24/11,sb,sunny,8:00,38 06.651,122 03.022,18,DFG Trammel Net,177,197,,,u,y,n,u,,,Y (anal),ASO11-66/56464,y,ASO11-66/56464,v16,56464,1119496,,ST13092,ASO11-66,,0,10,3,3,ken,Striper 2,Em/BJ,8:05,8:10,5,10,good,good,
WST,E. MILLER USACE,8/17/11,GB,Sunny,10:40,38 06.553,122 02.499,19,DFG Trammel Net,93,107,,,U,U,N,U,,,Y (anal),ASO11-67/56430,,,V16,56430,1119462,,ST13022,ASO11-67,,0,#10,3,3.5,Gary,New Alosa,BJ/EM,1052,1057,5,17,Good,Good,good condition upon release 
WST,E. MILLER USACE,9/22/11,sb,sunny,7:12,38 06.334,122 02.978,18,DFG Trammel Net,73,82,,,u,u,n,n,,ASO11-68/820,Y (anal),ASO11-68/820,y,ASO11-68/820,v13,820,1119540,,,ASO11-68,,0,10,3,4,brian,Striper 2,TB/GL,7:19,7:23,4,11,good,good,
WST,E. MILLER USACE,8/17/11,GB,Sunny,10:45,38 06.558,122 03.100,19,DFG Trammel Net,101,118,,,U,U,U,U,,,Y (anal),ASO11-69/56431,,,V16,56431,1119463,,HH2021,ASO11-69,,0,#10,3,3.5,Gary,New Alosa,BJ/EM,1100,1005,5,20,Good,Good,good condition upon release 
WST,E. MILLER USACE,9/22/11,sb,sunny,8:46,38 06.644,122 02.479,18,DFG Trammel Net,78,80,,,u,u,n,n,,ASO11-70/821,Y (anal),ASO11-70/821,y,ASO11-70/821,v13,821,1119541,,,ASO11-70,,0,10,3,4,brian,Striper 2,TB/GL,8:48,8:52,4,6,good,good,
WST,E. MILLER USACE,8/22/11,SB,Overcast,8:23,38 06.437,122 02.561,18,DFG Trammel Net,123,143,,,U,U,N,N,,,Y (anal),ASO11-71/56432,,,V16,56432,1119464,,HH2022,ASO11-71,,0,#10,3,4,Bryan,New Alosa,GL/EM,,,,,Fair,Fair,"upon capture-bruising along mouth. Bleeding and bruising on scutes. Torn pectoral, pelvic, and dorsal fins. "
WST,E. MILLER USACE,10/24/11,sb,sunny,8:58,38 06.300,122 02.870,18,DFG Trammel Net,115,130,,,u,u,n,u,,,Y (anal),ASO11-72/56465,y,ASO11-72/56465,v16,56465,1119497,,FF2092,ASO11-72,,0,10,3,4,ken,Striper 2,BJ/EM,8:59,9:04,5,6,excellent,excellent,
WST,E. MILLER USACE,10/24/11,sb,sunny,9:05,38 06.373,122 02.638,18,DFG Trammel Net,81,92,,,u,u,n,u,,,Y (anal),ASO11-74/822,y,ASO11-74/822,v13,822,1119542,,,ASO11-74,,0,10,3,4,ken,Striper 2,BJ/EM,9:06,9:12,6,7,excellent,excellent,
WST,E. MILLER USACE,8/29/11,SB,Sunny,8:35,38 06.279,122 02.556,18,DFG Trammel Net,167,184,,,U,U,N,N,,,Y (anal),ASO11-75/56434,Y,ASO11-75/56434,V16,56434,1119466,,HH2126,ASO11-75,,0,#10,3,5,Dave,New Alosa,GL/BT,840,847,7,12,Good,Good,
WST,E. MILLER USACE,10/24/11,sb,partly cloudy,10:04,38 06.246,122 03.010,18,DFG Trammel Net,150,170,,,u,u,n,n,,,Y (anal),ASO11-76/56466,y,ASO11-76/56466,v16,56466,1119498,,HH2092,ASO11-76,,0,10,3,3.5,ken,Striper 2,EM/BJ,10:08,10:12,4,8,"good, some bruising on mouth, pectoral and tail fins",good swam off,
WST,E. MILLER USACE,8/29/11,SB,Sunny,11:25,38 06.747,122 02.074,19,DFG Trammel Net,111,116,,,F,U,N,N,,,Y (anal),ASO11-77/56435,Y,ASO11-77/56435,V16,56435,1119467,,HH2127,ASO11-77,,0,#10,3,3.5,Dave,New Alosa,BJ/GL,1127,1135,8,10,Good,Good,tail somewhat tattered
WST,E. MILLER USACE,8/29/11,SB,Sunny,12:26,38 06.379,122 02.424,19,DFG Trammel Net,108,126,,,U,U,N,N,,,Y (anal),ASO11-79/56436,Y,ASO11-79/56436,V16,56436,1119468,,ST13128,ASO11-79,,0,#10,3,5,Bryan,New Alosa,GL/BJ,1230,1236,6,10,Good,Good,
WST,E. MILLER USACE,8/29/11,SB,Sunny,12:39,38 06.379,122 02.424,19,DFG Trammel Net,107,124,,,U,U,N,N,,,Y (anal),ASO11-81/56437,Y,ASO11-81/56437,V16,56437,1119469,,HH2128,ASO11-81,,0,#10,3,5,Bryan,New Alosa,GL/BJ,1244,1249,5,10,Good,Good,
WST,E. MILLER USACE,8/29/11,SB,Sunny,13:41,38 06.673 ,122 02.061,20,DFG Trammel Net,139,146,,,U,U,N,N,,,Y (anal),ASO11-83/56438,Y ,ASO11-83/56438,V16,56438,1119470,,HH2129,ASO11-83,,0,#10,3,4,Dave,New Alosa,GL/BJ,1346,1356,10,15,Good,Good,
WST,E. MILLER USACE,8/30/11,SB,Sunny,8:24,38 06.206,122 02.765,19,DFG Trammel Net,145,163,,,U,U,N,N,,,Y (anal),ASO11-85/56439,Y,ASO11-85/56439,V16,56439,1119471,,FF2130,ASO11-85,,0,#10,3,4,Bryan,New Alosa,GL/BJ,829,834,5,10,Good,Good,
WST,E. MILLER USACE,8/31/11,SB,Sunny,11:02,38 05.889,122 02.819,18,DFG Trammel Net,103,116,,,U,U,N,N,,,Y (anal),ASO11-87/56440,Y,ASO11-87/56440,V16,56440,1119472,,ST13133,ASO11-87,,0,#10,3,3,Bryan,New Alosa,BJ/GL,1105,1109,4,7,Good,Good,
WST,E. MILLER USACE,9/1/11,SB,Sunny,9:18,38 06.514,122 02.584,18,DFG Trammel Net,151,177,,,U,U,N,N,,,Y (anal),ASO11-89/56441,Y,ASO11-89/56441,V16,56441,1119473,,FF2133,ASO11-89,,0,#10,3,4,Bryan,New Alosa,BJ/GL,920,925,5,7,Good,Good,
WST,E. MILLER USACE,9/13/11,sb,sunny,11:39,38 06.145,122 02.914,19,DFG Trammel Net,148,168,,,u,u,n,n,,,Y (anal),ASO11-91/56442,n,,v16,56442,1119474,,HH2144,ASO11-91,,0,#10,3,4,Brian,New Alosa,GL/BJ,11:41,11:44,3,5,good,good,"unable to draw blood, caudal area potentially to thick for needle to reach vein"
WST,E. MILLER USACE,9/22/11,spb,sunny,12:03,38 03.823,122 18.623,19,DFG Trammel Net,,171,,,f,y,y,y,,,Y (anal),ASO11-93/56443,y,ASO11-93/56443,v16,56443,1119475,,HH2151,ASO11-93,,0,10,3,4,gary,New Alosa,BJ/Em,12:05,12:12,7,9,good,good,"good condition upon release, forgot FL"
WST,E. MILLER USACE,9/27/11,sb,sunny,9:20,38 06.482 ,122 03.529,18.5,DFG Trammel Net,111,128,,,u,u,n,n,,,Y (anal),ASO11-95/56444,y,ASO11-95/56444,v16,56444,1119476,,HH2152,ASO11-95,,0,10,3,3,brian delano,New Alosa,TB/BJ,8:23,8:27,4,7,good,good,
WST,E. MILLER USACE,9/27/11,sb,sunny,11:15,38 06.716,122 02.618,19.5,DFG Trammel Net,156,178,,,u,u,n,n,,,Y (anal),ASO11-97/56445,y,ASO11-97/56445,v16,56445,1119477,,ST13155,ASO11-97,,0,10,3,4,brian delano,New Alosa,TB/BJ,11:23,11:28,5,13,good,good,
WST,E. MILLER USACE,9/28/11,sb,sunny,8:22,38 06.174,122 03.204,19,DFG Trammel Net,71,80,,,u,u,n,n,,,Y (anal),ASO11-99/813,y,ASO11-99/813,v13,813,1119533,,,ASO11-99,,0,10,2,3,dave hull,New Alosa,TB/BJ,8:25,8:29,3,6,good ,good,
WST,E. MILLER USACE,8/30/11,SB,Sunny,,,,19,DFG Trammel Net,,133,,,U,U,N,N,,,,,Y,,,,,,FF2132,,,0,#10,,,Bryan,New Alosa,BJ/GL,,,,,Good,Good,"DID NOT TAG, drew blood. "
WST,E. MILLER USACE,8/30/11,SB,Sunny,,,,19,DFG Trammel Net,,125,,,U,U,N,N,,,,,Y,,,,,,FF2131,,,0,#10,,,Bryan,New Alosa,BJ/GL,,,,,Good,Good,"DID NOT TAG, drew blood. "
WST,E. MILLER USACE,8/30/11,SB,Sunny,,,,19,DFG Trammel Net,,120,,,U,U,N,N,,,,,Y,,,,,,HH2131,,,0,#10,,,Bryan,New Alosa,BJ/GL,,,,,Good,Good,"DID NOT TAG, drew blood. "
WST ,E. MILLER USACE,8/17/11,SB,Sunny,11:47,38 06.061,122 03.014,20,DFG Trammel Net,107,123,,,U,U,N,N,,,Y (anal),ASO11-14/56418,,,V16,56418,1119450,,HH2030,ASO11-14,,0,#10,3,4,Ken,Striper 2,GL/MP,1150,1154,4,7,Good,Good,
WST ,E. MILLER USACE,8/15/11,SPB,Sunny,12:51,38 05.525,122 23.305,18,DFG Trammel Net,157,174,,,U,U,N,N,,,Y (anal),ASO11-43/56405,,,V16,56405,1119437,,HH2013,ASO11-43,,0,#10,3,3,Gary,New Alosa,GL/EM,1300,1304,4,12,Good,Good,
WST ,E. MILLER USACE,8/16/11,GB,Sunny,8:10,38 06.273,122 02.916,19,DFG Trammel Net,119,134,,,U,U,N,N,,,Y (anal),ASO11-45/56406,,,V16,56406,1119438,,ST13014,ASO11-45,,0,#10,3,3.5,Bryan,New Alosa,BJ/EM,813,820,7,10,Good,Good,
WST ,E. MILLER USACE,8/16/11,GB,Sunny,12:50,38 06.919,122 02.951,20,DFG Trammel Net,112,129,,,U,U,N,N,,,Y (anal),ASO11-55/56412,,,V16,56412,1119444,,HH2019,ASO11-55,,0,#10,3,4,Bryan,New Alosa,BJ/EM,1302,1308,6,18,Good,Good,lots of bleeding at incision 
WST ,E. MILLER USACE,8/17/11,GB,Sunny,8:43,38 06.257,122 02.490,19,DFG Trammel Net,105,117,,,U,U,N,U,,,Y (anal),ASO11-59/56426,,,V16,56426,1119458,,FF2020,ASO11-59,,0,#10,3,3,Gary,New Alosa,BJ/EM,844,853,9,10,Good,Good,good condition upon release 
WST ,E. MILLER USACE,8/17/11,GB,Sunny,9:32,38 06.026,122 03.386,19,DFG Trammel Net,90,103,,,U,U,U,U,,,Y (anal),ASO11-63/56428,,,V16,56428,1119460,,ST13021,ASO11-63,,0,#10,3,3,Gary,New Alosa,BJ/EM,936,943,7,9,Good,Good,good condition upon release 
WST ,E. MILLER USACE,8/17/11,GB,Sunny,10:38,38 06.419,122 02.625,19,DFG Trammel Net,117,130,,,F,U,Y,Y,,,Y (anal),ASO11-65/56429,,,V16,56429,1119461,,FF2021,ASO11-65,,0,#10,3,3.5,Gary,New Alosa,BJ/EM,1040,1048,8,10,Good,Good,good condition upon release 